region,vaccine,year,immunization_coverage
eastern_southern_africa,bcg,2017,85
eastern_southern_africa,dtp1,1980,13
eastern_southern_africa,dtp1,1981,29
eastern_southern_africa,dtp1,1982,31
eastern_southern_africa,dtp1,1983,47
eastern_southern_africa,dtp1,1984,55
eastern_southern_africa,dtp1,1985,58
eastern_southern_africa,dtp1,1986,61
eastern_southern_africa,dtp1,1987,68
eastern_southern_africa,dtp1,1988,70
eastern_southern_africa,dtp1,1989,75
eastern_southern_africa,dtp1,1990,80
eastern_southern_africa,dtp1,1991,76
eastern_southern_africa,dtp1,1992,74
eastern_southern_africa,dtp1,1993,78
eastern_southern_africa,dtp1,1994,81
eastern_southern_africa,dtp1,1995,82
eastern_southern_africa,dtp1,1996,82
eastern_southern_africa,dtp1,1997,83
eastern_southern_africa,dtp1,1998,78
eastern_southern_africa,dtp1,1999,73
eastern_southern_africa,dtp1,2000,74
eastern_southern_africa,dtp1,2001,76
eastern_southern_africa,dtp1,2002,77
eastern_southern_africa,dtp1,2003,79
eastern_southern_africa,dtp1,2004,80
eastern_southern_africa,dtp1,2005,81
eastern_southern_africa,dtp1,2006,81
eastern_southern_africa,dtp1,2007,84
eastern_southern_africa,dtp1,2008,84
eastern_southern_africa,dtp1,2009,85
eastern_southern_africa,dtp1,2010,88
eastern_southern_africa,dtp1,2011,88
eastern_southern_africa,dtp1,2012,86
eastern_southern_africa,dtp1,2013,85
eastern_southern_africa,dtp1,2014,87
eastern_southern_africa,dtp1,2015,88
eastern_southern_africa,dtp1,2016,87
eastern_southern_africa,dtp1,2017,86
eastern_southern_africa,dtp3,1980,9
eastern_southern_africa,dtp3,1981,16
eastern_southern_africa,dtp3,1982,16
eastern_southern_africa,dtp3,1983,29
eastern_southern_africa,dtp3,1984,34
eastern_southern_africa,dtp3,1985,38
eastern_southern_africa,dtp3,1986,42
eastern_southern_africa,dtp3,1987,49
eastern_southern_africa,dtp3,1988,51
eastern_southern_africa,dtp3,1989,56
eastern_southern_africa,dtp3,1990,62
eastern_southern_africa,dtp3,1991,58
eastern_southern_africa,dtp3,1992,56
eastern_southern_africa,dtp3,1993,60
eastern_southern_africa,dtp3,1994,63
eastern_southern_africa,dtp3,1995,65
eastern_southern_africa,dtp3,1996,65
eastern_southern_africa,dtp3,1997,64
eastern_southern_africa,dtp3,1998,61
eastern_southern_africa,dtp3,1999,58
eastern_southern_africa,dtp3,2000,59
eastern_southern_africa,dtp3,2001,62
eastern_southern_africa,dtp3,2002,63
eastern_southern_africa,dtp3,2003,65
eastern_southern_africa,dtp3,2004,67
eastern_southern_africa,dtp3,2005,69
eastern_southern_africa,dtp3,2006,70
eastern_southern_africa,dtp3,2007,73
eastern_southern_africa,dtp3,2008,74
eastern_southern_africa,dtp3,2009,75
eastern_southern_africa,dtp3,2010,78
eastern_southern_africa,dtp3,2011,78
eastern_southern_africa,dtp3,2012,77
eastern_southern_africa,dtp3,2013,77
eastern_southern_africa,dtp3,2014,79
eastern_southern_africa,dtp3,2015,80
eastern_southern_africa,dtp3,2016,79
eastern_southern_africa,dtp3,2017,79
eastern_southern_africa,hepb3,1985,0
eastern_southern_africa,hepb3,1986,0
eastern_southern_africa,hepb3,1987,0
eastern_southern_africa,hepb3,1988,0
eastern_southern_africa,hepb3,1989,0
eastern_southern_africa,hepb3,1990,0
eastern_southern_africa,hepb3,1991,0
eastern_southern_africa,hepb3,1992,0
eastern_southern_africa,hepb3,1993,0
eastern_southern_africa,hepb3,1994,0
eastern_southern_africa,hepb3,1995,0
eastern_southern_africa,hepb3,1996,1
eastern_southern_africa,hepb3,1997,7
eastern_southern_africa,hepb3,1998,7
eastern_southern_africa,hepb3,1999,7
eastern_southern_africa,hepb3,2000,9
eastern_southern_africa,hepb3,2001,10
eastern_southern_africa,hepb3,2002,39
eastern_southern_africa,hepb3,2003,41
eastern_southern_africa,hepb3,2004,46
eastern_southern_africa,hepb3,2005,52
eastern_southern_africa,hepb3,2006,56
eastern_southern_africa,hepb3,2007,70
eastern_southern_africa,hepb3,2008,71
eastern_southern_africa,hepb3,2009,72
eastern_southern_africa,hepb3,2010,75
eastern_southern_africa,hepb3,2011,77
eastern_southern_africa,hepb3,2012,75
eastern_southern_africa,hepb3,2013,76
eastern_southern_africa,hepb3,2014,78
eastern_southern_africa,hepb3,2015,80
eastern_southern_africa,hepb3,2016,79
eastern_southern_africa,hepb3,2017,79
eastern_southern_africa,hepbb,2000,0
eastern_southern_africa,hepbb,2001,0
eastern_southern_africa,hepbb,2002,0
eastern_southern_africa,hepbb,2003,0
eastern_southern_africa,hepbb,2004,0
eastern_southern_africa,hepbb,2005,0
eastern_southern_africa,hepbb,2006,0
eastern_southern_africa,hepbb,2007,0
eastern_southern_africa,hepbb,2008,0
eastern_southern_africa,hepbb,2009,0
eastern_southern_africa,hepbb,2010,0
eastern_southern_africa,hepbb,2011,0
eastern_southern_africa,hepbb,2012,0
eastern_southern_africa,hepbb,2013,0
eastern_southern_africa,hepbb,2014,0
eastern_southern_africa,hepbb,2015,0
eastern_southern_africa,hepbb,2016,0
eastern_southern_africa,hepbb,2017,0
eastern_southern_africa,hib3,1990,0
eastern_southern_africa,hib3,1991,0
eastern_southern_africa,hib3,1992,0
eastern_southern_africa,hib3,1993,0
eastern_southern_africa,hib3,1994,0
eastern_southern_africa,hib3,1995,0
eastern_southern_africa,hib3,1996,0
eastern_southern_africa,hib3,1997,0
eastern_southern_africa,hib3,1998,0
eastern_southern_africa,hib3,1999,0
eastern_southern_africa,hib3,2000,6
eastern_southern_africa,hib3,2001,6
eastern_southern_africa,hib3,2002,19
eastern_southern_africa,hib3,2003,20
eastern_southern_africa,hib3,2004,27
eastern_southern_africa,hib3,2005,28
eastern_southern_africa,hib3,2006,29
eastern_southern_africa,hib3,2007,42
eastern_southern_africa,hib3,2008,56
eastern_southern_africa,hib3,2009,72
eastern_southern_africa,hib3,2010,75
eastern_southern_africa,hib3,2011,76
eastern_southern_africa,hib3,2012,75
eastern_southern_africa,hib3,2013,76
eastern_southern_africa,hib3,2014,78
eastern_southern_africa,hib3,2015,80
eastern_southern_africa,hib3,2016,80
eastern_southern_africa,hib3,2017,79
eastern_southern_africa,ipv1,2015,12
eastern_southern_africa,ipv1,2016,30
eastern_southern_africa,ipv1,2017,42
eastern_southern_africa,mcv1,1980,8
eastern_southern_africa,mcv1,1981,16
eastern_southern_africa,mcv1,1982,19
eastern_southern_africa,mcv1,1983,31
eastern_southern_africa,mcv1,1984,35
eastern_southern_africa,mcv1,1985,39
eastern_southern_africa,mcv1,1986,45
eastern_southern_africa,mcv1,1987,49
eastern_southern_africa,mcv1,1988,53
eastern_southern_africa,mcv1,1989,59
eastern_southern_africa,mcv1,1990,62
eastern_southern_africa,mcv1,1991,58
eastern_southern_africa,mcv1,1992,57
eastern_southern_africa,mcv1,1993,59
eastern_southern_africa,mcv1,1994,64
eastern_southern_africa,mcv1,1995,62
eastern_southern_africa,mcv1,1996,65
eastern_southern_africa,mcv1,1997,65
eastern_southern_africa,mcv1,1998,63
eastern_southern_africa,mcv1,1999,60
eastern_southern_africa,mcv1,2000,60
eastern_southern_africa,mcv1,2001,62
eastern_southern_africa,mcv1,2002,63
eastern_southern_africa,mcv1,2003,64
eastern_southern_africa,mcv1,2004,65
eastern_southern_africa,mcv1,2005,65
eastern_southern_africa,mcv1,2006,68
eastern_southern_africa,mcv1,2007,72
eastern_southern_africa,mcv1,2008,72
eastern_southern_africa,mcv1,2009,75
eastern_southern_africa,mcv1,2010,78
eastern_southern_africa,mcv1,2011,78
eastern_southern_africa,mcv1,2012,78
eastern_southern_africa,mcv1,2013,76
eastern_southern_africa,mcv1,2014,76
eastern_southern_africa,mcv1,2015,78
eastern_southern_africa,mcv1,2016,76
eastern_southern_africa,mcv1,2017,76
eastern_southern_africa,mcv2,2000,5
eastern_southern_africa,mcv2,2001,5
eastern_southern_africa,mcv2,2002,4
eastern_southern_africa,mcv2,2003,5
eastern_southern_africa,mcv2,2004,5
eastern_southern_africa,mcv2,2005,4
eastern_southern_africa,mcv2,2006,5
eastern_southern_africa,mcv2,2007,5
eastern_southern_africa,mcv2,2008,5
eastern_southern_africa,mcv2,2009,5
eastern_southern_africa,mcv2,2010,5
eastern_southern_africa,mcv2,2011,5
eastern_southern_africa,mcv2,2012,6
eastern_southern_africa,mcv2,2013,10
eastern_southern_africa,mcv2,2014,15
eastern_southern_africa,mcv2,2015,27
eastern_southern_africa,mcv2,2016,35
eastern_southern_africa,mcv2,2017,38
eastern_southern_africa,pcv3,2008,0
eastern_southern_africa,pcv3,2009,1
eastern_southern_africa,pcv3,2010,6
eastern_southern_africa,pcv3,2011,16
eastern_southern_africa,pcv3,2012,26
eastern_southern_africa,pcv3,2013,48
eastern_southern_africa,pcv3,2014,68
eastern_southern_africa,pcv3,2015,72
eastern_southern_africa,pcv3,2016,75
eastern_southern_africa,pcv3,2017,75
eastern_southern_africa,pol3,1980,8
eastern_southern_africa,pol3,1981,13
eastern_southern_africa,pol3,1982,15
eastern_southern_africa,pol3,1983,26
eastern_southern_africa,pol3,1984,32
eastern_southern_africa,pol3,1985,38
eastern_southern_africa,pol3,1986,42
eastern_southern_africa,pol3,1987,49
eastern_southern_africa,pol3,1988,51
eastern_southern_africa,pol3,1989,56
eastern_southern_africa,pol3,1990,63
eastern_southern_africa,pol3,1991,59
eastern_southern_africa,pol3,1992,56
eastern_southern_africa,pol3,1993,59
eastern_southern_africa,pol3,1994,63
eastern_southern_africa,pol3,1995,66
eastern_southern_africa,pol3,1996,68
eastern_southern_africa,pol3,1997,69
eastern_southern_africa,pol3,1998,67
eastern_southern_africa,pol3,1999,65
eastern_southern_africa,pol3,2000,63
eastern_southern_africa,pol3,2001,64
eastern_southern_africa,pol3,2002,67
eastern_southern_africa,pol3,2003,68
eastern_southern_africa,pol3,2004,68
eastern_southern_africa,pol3,2005,70
eastern_southern_africa,pol3,2006,71
eastern_southern_africa,pol3,2007,75
eastern_southern_africa,pol3,2008,76
eastern_southern_africa,pol3,2009,76
eastern_southern_africa,pol3,2010,79
eastern_southern_africa,pol3,2011,79
eastern_southern_africa,pol3,2012,78
eastern_southern_africa,pol3,2013,78
eastern_southern_africa,pol3,2014,79
eastern_southern_africa,pol3,2015,80
eastern_southern_africa,pol3,2016,79
eastern_southern_africa,pol3,2017,78
eastern_southern_africa,rcv1,1980,0
eastern_southern_africa,rcv1,1981,0
eastern_southern_africa,rcv1,1982,0
eastern_southern_africa,rcv1,1983,0
eastern_southern_africa,rcv1,1984,0
eastern_southern_africa,rcv1,1985,0
eastern_southern_africa,rcv1,1986,0
eastern_southern_africa,rcv1,1987,0
eastern_southern_africa,rcv1,1988,0
eastern_southern_africa,rcv1,1989,0
eastern_southern_africa,rcv1,1990,0
eastern_southern_africa,rcv1,1991,0
eastern_southern_africa,rcv1,1992,0
eastern_southern_africa,rcv1,1993,0
eastern_southern_africa,rcv1,1994,0
eastern_southern_africa,rcv1,1995,0
eastern_southern_africa,rcv1,1996,0
eastern_southern_africa,rcv1,1997,0
eastern_southern_africa,rcv1,1998,0
eastern_southern_africa,rcv1,1999,0
eastern_southern_africa,rcv1,2000,0
eastern_southern_africa,rcv1,2001,0
eastern_southern_africa,rcv1,2002,0
eastern_southern_africa,rcv1,2003,0
eastern_southern_africa,rcv1,2004,0
eastern_southern_africa,rcv1,2005,0
eastern_southern_africa,rcv1,2006,0
eastern_southern_africa,rcv1,2007,0
eastern_southern_africa,rcv1,2008,0
eastern_southern_africa,rcv1,2009,0
eastern_southern_africa,rcv1,2010,0
eastern_southern_africa,rcv1,2011,0
eastern_southern_africa,rcv1,2012,0
eastern_southern_africa,rcv1,2013,0
eastern_southern_africa,rcv1,2014,11
eastern_southern_africa,rcv1,2015,13
eastern_southern_africa,rcv1,2016,15
eastern_southern_africa,rcv1,2017,33
eastern_southern_africa,rotac,2006,0
eastern_southern_africa,rotac,2007,0
eastern_southern_africa,rotac,2008,0
eastern_southern_africa,rotac,2009,1
eastern_southern_africa,rotac,2010,4
eastern_southern_africa,rotac,2011,7
eastern_southern_africa,rotac,2012,12
eastern_southern_africa,rotac,2013,25
eastern_southern_africa,rotac,2014,48
eastern_southern_africa,rotac,2015,64
eastern_southern_africa,rotac,2016,69
eastern_southern_africa,rotac,2017,69
eastern_southern_africa,yfv,1997,1
eastern_southern_africa,yfv,1998,1
eastern_southern_africa,yfv,1999,2
eastern_southern_africa,yfv,2000,2
eastern_southern_africa,yfv,2001,1
eastern_southern_africa,yfv,2002,1
eastern_southern_africa,yfv,2003,2
eastern_southern_africa,yfv,2004,3
eastern_southern_africa,yfv,2005,1
eastern_southern_africa,yfv,2006,1
eastern_southern_africa,yfv,2007,4
eastern_southern_africa,yfv,2008,3
eastern_southern_africa,yfv,2009,1
eastern_southern_africa,yfv,2010,1
eastern_southern_africa,yfv,2011,3
eastern_southern_africa,yfv,2012,3
eastern_southern_africa,yfv,2013,2
eastern_southern_africa,yfv,2014,5
eastern_southern_africa,yfv,2015,5
eastern_southern_africa,yfv,2016,3
eastern_southern_africa,yfv,2017,4
latin_america_caribbean,bcg,1980,53
latin_america_caribbean,bcg,1981,58
latin_america_caribbean,bcg,1982,62
latin_america_caribbean,bcg,1983,64
latin_america_caribbean,bcg,1984,67
latin_america_caribbean,bcg,1985,59
latin_america_caribbean,bcg,1986,67
latin_america_caribbean,bcg,1987,71
latin_america_caribbean,bcg,1988,76
latin_america_caribbean,bcg,1989,78
latin_america_caribbean,bcg,1990,79
latin_america_caribbean,bcg,1991,86
latin_america_caribbean,bcg,1992,89
latin_america_caribbean,bcg,1993,92
latin_america_caribbean,bcg,1994,94
latin_america_caribbean,bcg,1995,96
latin_america_caribbean,bcg,1996,96
latin_america_caribbean,bcg,1997,96
latin_america_caribbean,bcg,1998,95
latin_america_caribbean,bcg,1999,96
latin_america_caribbean,bcg,2000,96
latin_america_caribbean,bcg,2001,95
latin_america_caribbean,bcg,2002,96
latin_america_caribbean,bcg,2003,97
latin_america_caribbean,bcg,2004,97
latin_america_caribbean,bcg,2005,97
latin_america_caribbean,bcg,2006,96
latin_america_caribbean,bcg,2007,96
latin_america_caribbean,bcg,2008,97
latin_america_caribbean,bcg,2009,97
latin_america_caribbean,bcg,2010,96
latin_america_caribbean,bcg,2011,96
latin_america_caribbean,bcg,2012,97
latin_america_caribbean,bcg,2013,94
latin_america_caribbean,bcg,2014,96
latin_america_caribbean,bcg,2015,96
latin_america_caribbean,bcg,2016,93
latin_america_caribbean,bcg,2017,92
latin_america_caribbean,dtp1,1980,61
latin_america_caribbean,dtp1,1981,66
latin_america_caribbean,dtp1,1982,69
latin_america_caribbean,dtp1,1983,72
latin_america_caribbean,dtp1,1984,77
latin_america_caribbean,dtp1,1985,77
latin_america_caribbean,dtp1,1986,78
latin_america_caribbean,dtp1,1987,80
latin_america_caribbean,dtp1,1988,82
latin_america_caribbean,dtp1,1989,84
latin_america_caribbean,dtp1,1990,86
latin_america_caribbean,dtp1,1991,91
latin_america_caribbean,dtp1,1992,91
latin_america_caribbean,dtp1,1993,92
latin_america_caribbean,dtp1,1994,80
latin_america_caribbean,dtp1,1995,91
latin_america_caribbean,dtp1,1996,88
latin_america_caribbean,dtp1,1997,95
latin_america_caribbean,dtp1,1998,96
latin_america_caribbean,dtp1,1999,97
latin_america_caribbean,dtp1,2000,96
latin_america_caribbean,dtp1,2001,95
latin_america_caribbean,dtp1,2002,96
latin_america_caribbean,dtp1,2003,96
latin_america_caribbean,dtp1,2004,96
latin_america_caribbean,dtp1,2005,97
latin_america_caribbean,dtp1,2006,96
latin_america_caribbean,dtp1,2007,95
latin_america_caribbean,dtp1,2008,97
latin_america_caribbean,dtp1,2009,96
latin_america_caribbean,dtp1,2010,96
latin_america_caribbean,dtp1,2011,96
latin_america_caribbean,dtp1,2012,96
latin_america_caribbean,dtp1,2013,94
latin_america_caribbean,dtp1,2014,95
latin_america_caribbean,dtp1,2015,96
latin_america_caribbean,dtp1,2016,96
latin_america_caribbean,dtp1,2017,96
latin_america_caribbean,dtp3,1980,37
latin_america_caribbean,dtp3,1981,42
latin_america_caribbean,dtp3,1982,47
latin_america_caribbean,dtp3,1983,49
latin_america_caribbean,dtp3,1984,56
latin_america_caribbean,dtp3,1985,55
latin_america_caribbean,dtp3,1986,56
latin_america_caribbean,dtp3,1987,59
latin_america_caribbean,dtp3,1988,62
latin_america_caribbean,dtp3,1989,64
latin_america_caribbean,dtp3,1990,68
latin_america_caribbean,dtp3,1991,78
latin_america_caribbean,dtp3,1992,77
latin_america_caribbean,dtp3,1993,79
latin_america_caribbean,dtp3,1994,80
latin_america_caribbean,dtp3,1995,83
latin_america_caribbean,dtp3,1996,82
latin_america_caribbean,dtp3,1997,83
latin_america_caribbean,dtp3,1998,86
latin_america_caribbean,dtp3,1999,89
latin_america_caribbean,dtp3,2000,91
latin_america_caribbean,dtp3,2001,90
latin_america_caribbean,dtp3,2002,91
latin_america_caribbean,dtp3,2003,93
latin_america_caribbean,dtp3,2004,93
latin_america_caribbean,dtp3,2005,94
latin_america_caribbean,dtp3,2006,93
latin_america_caribbean,dtp3,2007,93
latin_america_caribbean,dtp3,2008,92
latin_america_caribbean,dtp3,2009,94
latin_america_caribbean,dtp3,2010,93
latin_america_caribbean,dtp3,2011,93
latin_america_caribbean,dtp3,2012,93
latin_america_caribbean,dtp3,2013,90
latin_america_caribbean,dtp3,2014,88
latin_america_caribbean,dtp3,2015,90
latin_america_caribbean,dtp3,2016,90
latin_america_caribbean,dtp3,2017,89
latin_america_caribbean,hepb3,1985,0
latin_america_caribbean,hepb3,1986,0
latin_america_caribbean,hepb3,1987,0
latin_america_caribbean,hepb3,1988,0
latin_america_caribbean,hepb3,1989,0
latin_america_caribbean,hepb3,1990,0
latin_america_caribbean,hepb3,1991,0
latin_america_caribbean,hepb3,1992,0
latin_america_caribbean,hepb3,1993,1
latin_america_caribbean,hepb3,1994,3
latin_america_caribbean,hepb3,1995,10
latin_america_caribbean,hepb3,1996,13
latin_america_caribbean,hepb3,1997,10
latin_america_caribbean,hepb3,1998,13
latin_america_caribbean,hepb3,1999,36
latin_america_caribbean,hepb3,2000,65
latin_america_caribbean,hepb3,2001,68
latin_america_caribbean,hepb3,2002,73
latin_america_caribbean,hepb3,2003,82
latin_america_caribbean,hepb3,2004,85
latin_america_caribbean,hepb3,2005,90
latin_america_caribbean,hepb3,2006,91
latin_america_caribbean,hepb3,2007,91
latin_america_caribbean,hepb3,2008,90
latin_america_caribbean,hepb3,2009,92
latin_america_caribbean,hepb3,2010,90
latin_america_caribbean,hepb3,2011,91
latin_america_caribbean,hepb3,2012,92
latin_america_caribbean,hepb3,2013,89
latin_america_caribbean,hepb3,2014,88
latin_america_caribbean,hepb3,2015,89
latin_america_caribbean,hepb3,2016,89
latin_america_caribbean,hepb3,2017,89
latin_america_caribbean,hepbb,2000,32
latin_america_caribbean,hepbb,2001,34
latin_america_caribbean,hepbb,2002,33
latin_america_caribbean,hepbb,2003,36
latin_america_caribbean,hepbb,2004,41
latin_america_caribbean,hepbb,2005,43
latin_america_caribbean,hepbb,2006,43
latin_america_caribbean,hepbb,2007,43
latin_america_caribbean,hepbb,2008,45
latin_america_caribbean,hepbb,2009,44
latin_america_caribbean,hepbb,2010,63
latin_america_caribbean,hepbb,2011,67
latin_america_caribbean,hepbb,2012,66
latin_america_caribbean,hepbb,2013,66
latin_america_caribbean,hepbb,2014,67
latin_america_caribbean,hepbb,2015,70
latin_america_caribbean,hepbb,2016,67
latin_america_caribbean,hepbb,2017,73
latin_america_caribbean,hib3,1990,0
latin_america_caribbean,hib3,1991,0
latin_america_caribbean,hib3,1992,0
latin_america_caribbean,hib3,1993,0
latin_america_caribbean,hib3,1994,0
latin_america_caribbean,hib3,1995,0
latin_america_caribbean,hib3,1996,2
latin_america_caribbean,hib3,1997,3
latin_america_caribbean,hib3,1998,11
latin_america_caribbean,hib3,1999,17
latin_america_caribbean,hib3,2000,69
latin_america_caribbean,hib3,2001,72
latin_america_caribbean,hib3,2002,76
latin_america_caribbean,hib3,2003,82
latin_america_caribbean,hib3,2004,87
latin_america_caribbean,hib3,2005,92
latin_america_caribbean,hib3,2006,91
latin_america_caribbean,hib3,2007,91
latin_america_caribbean,hib3,2008,90
latin_america_caribbean,hib3,2009,92
latin_america_caribbean,hib3,2010,92
latin_america_caribbean,hib3,2011,91
latin_america_caribbean,hib3,2012,91
latin_america_caribbean,hib3,2013,90
latin_america_caribbean,hib3,2014,89
latin_america_caribbean,hib3,2015,90
latin_america_caribbean,hib3,2016,90
latin_america_caribbean,hib3,2017,90
latin_america_caribbean,ipv1,2015,62
latin_america_caribbean,ipv1,2016,84
latin_america_caribbean,ipv1,2017,93
latin_america_caribbean,mcv1,1980,42
latin_america_caribbean,mcv1,1981,48
latin_america_caribbean,mcv1,1982,48
latin_america_caribbean,mcv1,1983,47
latin_america_caribbean,mcv1,1984,52
latin_america_caribbean,mcv1,1985,60
latin_america_caribbean,mcv1,1986,61
latin_america_caribbean,mcv1,1987,60
latin_america_caribbean,mcv1,1988,66
latin_america_caribbean,mcv1,1989,70
latin_america_caribbean,mcv1,1990,76
latin_america_caribbean,mcv1,1991,80
latin_america_caribbean,mcv1,1992,83
latin_america_caribbean,mcv1,1993,82
latin_america_caribbean,mcv1,1994,82
latin_america_caribbean,mcv1,1995,86
latin_america_caribbean,mcv1,1996,84
latin_america_caribbean,mcv1,1997,89
latin_america_caribbean,mcv1,1998,91
latin_america_caribbean,mcv1,1999,92
latin_america_caribbean,mcv1,2000,93
latin_america_caribbean,mcv1,2001,95
latin_america_caribbean,mcv1,2002,93
latin_america_caribbean,mcv1,2003,94
latin_america_caribbean,mcv1,2004,93
latin_america_caribbean,mcv1,2005,93
latin_america_caribbean,mcv1,2006,94
latin_america_caribbean,mcv1,2007,94
latin_america_caribbean,mcv1,2008,95
latin_america_caribbean,mcv1,2009,94
latin_america_caribbean,mcv1,2010,93
latin_america_caribbean,mcv1,2011,95
latin_america_caribbean,mcv1,2012,95
latin_america_caribbean,mcv1,2013,92
latin_america_caribbean,mcv1,2014,92
latin_america_caribbean,mcv1,2015,93
latin_america_caribbean,mcv1,2016,92
latin_america_caribbean,mcv1,2017,92
latin_america_caribbean,mcv2,2000,60
latin_america_caribbean,mcv2,2001,61
latin_america_caribbean,mcv2,2002,57
latin_america_caribbean,mcv2,2003,56
latin_america_caribbean,mcv2,2004,57
latin_america_caribbean,mcv2,2005,56
latin_america_caribbean,mcv2,2006,55
latin_america_caribbean,mcv2,2007,52
latin_america_caribbean,mcv2,2008,56
latin_america_caribbean,mcv2,2009,60
latin_america_caribbean,mcv2,2010,61
latin_america_caribbean,mcv2,2011,67
latin_america_caribbean,mcv2,2012,66
latin_america_caribbean,mcv2,2013,61
latin_america_caribbean,mcv2,2014,73
latin_america_caribbean,mcv2,2015,72
latin_america_caribbean,mcv2,2016,74
latin_america_caribbean,mcv2,2017,67
latin_america_caribbean,pcv3,2008,3
latin_america_caribbean,pcv3,2009,11
latin_america_caribbean,pcv3,2010,35
latin_america_caribbean,pcv3,2011,60
latin_america_caribbean,pcv3,2012,71
latin_america_caribbean,pcv3,2013,74
latin_america_caribbean,pcv3,2014,79
latin_america_caribbean,pcv3,2015,82
latin_america_caribbean,pcv3,2016,78
latin_america_caribbean,pcv3,2017,77
latin_america_caribbean,pol3,1980,60
latin_america_caribbean,pol3,1981,52
latin_america_caribbean,pol3,1982,58
latin_america_caribbean,pol3,1983,60
latin_america_caribbean,pol3,1984,67
latin_america_caribbean,pol3,1985,59
latin_america_caribbean,pol3,1986,65
latin_america_caribbean,pol3,1987,68
latin_america_caribbean,pol3,1988,74
latin_america_caribbean,pol3,1989,73
latin_america_caribbean,pol3,1990,70
latin_america_caribbean,pol3,1991,76
latin_america_caribbean,pol3,1992,77
latin_america_caribbean,pol3,1993,76
latin_america_caribbean,pol3,1994,80
latin_america_caribbean,pol3,1995,84
latin_america_caribbean,pol3,1996,84
latin_america_caribbean,pol3,1997,87
latin_america_caribbean,pol3,1998,88
latin_america_caribbean,pol3,1999,91
latin_america_caribbean,pol3,2000,91
latin_america_caribbean,pol3,2001,92
latin_america_caribbean,pol3,2002,92
latin_america_caribbean,pol3,2003,94
latin_america_caribbean,pol3,2004,92
latin_america_caribbean,pol3,2005,92
latin_america_caribbean,pol3,2006,94
latin_america_caribbean,pol3,2007,93
latin_america_caribbean,pol3,2008,94
latin_america_caribbean,pol3,2009,93
latin_america_caribbean,pol3,2010,93
latin_america_caribbean,pol3,2011,93
latin_america_caribbean,pol3,2012,93
latin_america_caribbean,pol3,2013,88
latin_america_caribbean,pol3,2014,88
latin_america_caribbean,pol3,2015,91
latin_america_caribbean,pol3,2016,84
latin_america_caribbean,pol3,2017,89
latin_america_caribbean,rcv1,1980,0
latin_america_caribbean,rcv1,1981,0
latin_america_caribbean,rcv1,1982,0
latin_america_caribbean,rcv1,1983,0
latin_america_caribbean,rcv1,1984,0
latin_america_caribbean,rcv1,1985,0
latin_america_caribbean,rcv1,1986,2
latin_america_caribbean,rcv1,1987,3
latin_america_caribbean,rcv1,1988,3
latin_america_caribbean,rcv1,1989,3
latin_america_caribbean,rcv1,1990,5
latin_america_caribbean,rcv1,1991,5
latin_america_caribbean,rcv1,1992,6
latin_america_caribbean,rcv1,1993,6
latin_america_caribbean,rcv1,1994,6
latin_america_caribbean,rcv1,1995,13
latin_america_caribbean,rcv1,1996,13
latin_america_caribbean,rcv1,1997,23
latin_america_caribbean,rcv1,1998,49
latin_america_caribbean,rcv1,1999,49
latin_america_caribbean,rcv1,2000,83
latin_america_caribbean,rcv1,2001,87
latin_america_caribbean,rcv1,2002,86
latin_america_caribbean,rcv1,2003,91
latin_america_caribbean,rcv1,2004,92
latin_america_caribbean,rcv1,2005,91
latin_america_caribbean,rcv1,2006,93
latin_america_caribbean,rcv1,2007,92
latin_america_caribbean,rcv1,2008,95
latin_america_caribbean,rcv1,2009,94
latin_america_caribbean,rcv1,2010,93
latin_america_caribbean,rcv1,2011,95
latin_america_caribbean,rcv1,2012,95
latin_america_caribbean,rcv1,2013,92
latin_america_caribbean,rcv1,2014,92
latin_america_caribbean,rcv1,2015,93
latin_america_caribbean,rcv1,2016,92
latin_america_caribbean,rcv1,2017,92
latin_america_caribbean,rotac,2006,15
latin_america_caribbean,rotac,2007,26
latin_america_caribbean,rotac,2008,42
latin_america_caribbean,rotac,2009,62
latin_america_caribbean,rotac,2010,66
latin_america_caribbean,rotac,2011,73
latin_america_caribbean,rotac,2012,75
latin_america_caribbean,rotac,2013,73
latin_america_caribbean,rotac,2014,74
latin_america_caribbean,rotac,2015,80
latin_america_caribbean,rotac,2016,75
latin_america_caribbean,rotac,2017,68
latin_america_caribbean,yfv,1997,0
latin_america_caribbean,yfv,1998,22
latin_america_caribbean,yfv,1999,22
latin_america_caribbean,yfv,2000,24
latin_america_caribbean,yfv,2001,28
latin_america_caribbean,yfv,2002,18
latin_america_caribbean,yfv,2003,32
latin_america_caribbean,yfv,2004,34
latin_america_caribbean,yfv,2005,40
latin_america_caribbean,yfv,2006,52
latin_america_caribbean,yfv,2007,52
latin_america_caribbean,yfv,2008,51
latin_america_caribbean,yfv,2009,44
latin_america_caribbean,yfv,2010,46
latin_america_caribbean,yfv,2011,49
latin_america_caribbean,yfv,2012,54
latin_america_caribbean,yfv,2013,56
latin_america_caribbean,yfv,2014,57
latin_america_caribbean,yfv,2015,56
latin_america_caribbean,yfv,2016,53
latin_america_caribbean,yfv,2017,60
middle_east_north_africa,bcg,1980,26
middle_east_north_africa,bcg,1981,27
middle_east_north_africa,bcg,1982,37
middle_east_north_africa,bcg,1983,40
middle_east_north_africa,bcg,1984,43
middle_east_north_africa,bcg,1985,77
