region,vaccine,year,immunization_coverage
middle_east_north_africa,bcg,1986,74
middle_east_north_africa,bcg,1987,74
middle_east_north_africa,bcg,1988,86
middle_east_north_africa,bcg,1989,88
middle_east_north_africa,bcg,1990,94
middle_east_north_africa,bcg,1991,91
middle_east_north_africa,bcg,1992,92
middle_east_north_africa,bcg,1993,91
middle_east_north_africa,bcg,1994,91
middle_east_north_africa,bcg,1995,91
middle_east_north_africa,bcg,1996,91
middle_east_north_africa,bcg,1997,90
middle_east_north_africa,bcg,1998,93
middle_east_north_africa,bcg,1999,94
middle_east_north_africa,bcg,2000,95
middle_east_north_africa,bcg,2001,93
middle_east_north_africa,bcg,2002,92
middle_east_north_africa,bcg,2003,93
middle_east_north_africa,bcg,2004,93
middle_east_north_africa,bcg,2005,93
middle_east_north_africa,bcg,2006,94
middle_east_north_africa,bcg,2007,94
middle_east_north_africa,bcg,2008,93
middle_east_north_africa,bcg,2009,94
middle_east_north_africa,bcg,2010,94
middle_east_north_africa,bcg,2011,94
middle_east_north_africa,bcg,2012,93
middle_east_north_africa,bcg,2013,95
middle_east_north_africa,bcg,2014,94
middle_east_north_africa,bcg,2015,90
middle_east_north_africa,bcg,2016,94
middle_east_north_africa,bcg,2017,91
middle_east_north_africa,dtp1,1980,45
middle_east_north_africa,dtp1,1981,46
middle_east_north_africa,dtp1,1982,55
middle_east_north_africa,dtp1,1983,57
middle_east_north_africa,dtp1,1984,63
middle_east_north_africa,dtp1,1985,81
middle_east_north_africa,dtp1,1986,85
middle_east_north_africa,dtp1,1987,86
middle_east_north_africa,dtp1,1988,92
middle_east_north_africa,dtp1,1989,94
middle_east_north_africa,dtp1,1990,95
middle_east_north_africa,dtp1,1991,92
middle_east_north_africa,dtp1,1992,93
middle_east_north_africa,dtp1,1993,93
middle_east_north_africa,dtp1,1994,92
middle_east_north_africa,dtp1,1995,93
middle_east_north_africa,dtp1,1996,94
middle_east_north_africa,dtp1,1997,93
middle_east_north_africa,dtp1,1998,93
middle_east_north_africa,dtp1,1999,95
middle_east_north_africa,dtp1,2000,95
middle_east_north_africa,dtp1,2001,95
middle_east_north_africa,dtp1,2002,94
middle_east_north_africa,dtp1,2003,94
middle_east_north_africa,dtp1,2004,95
middle_east_north_africa,dtp1,2005,94
middle_east_north_africa,dtp1,2006,94
middle_east_north_africa,dtp1,2007,93
middle_east_north_africa,dtp1,2008,94
middle_east_north_africa,dtp1,2009,95
middle_east_north_africa,dtp1,2010,95
middle_east_north_africa,dtp1,2011,95
middle_east_north_africa,dtp1,2012,93
middle_east_north_africa,dtp1,2013,93
middle_east_north_africa,dtp1,2014,92
middle_east_north_africa,dtp1,2015,91
middle_east_north_africa,dtp1,2016,91
middle_east_north_africa,dtp1,2017,91
middle_east_north_africa,dtp3,1980,27
middle_east_north_africa,dtp3,1981,29
middle_east_north_africa,dtp3,1982,36
middle_east_north_africa,dtp3,1983,37
middle_east_north_africa,dtp3,1984,45
middle_east_north_africa,dtp3,1985,63
middle_east_north_africa,dtp3,1986,69
middle_east_north_africa,dtp3,1987,71
middle_east_north_africa,dtp3,1988,82
middle_east_north_africa,dtp3,1989,85
middle_east_north_africa,dtp3,1990,88
middle_east_north_africa,dtp3,1991,81
middle_east_north_africa,dtp3,1992,84
middle_east_north_africa,dtp3,1993,85
middle_east_north_africa,dtp3,1994,83
middle_east_north_africa,dtp3,1995,87
middle_east_north_africa,dtp3,1996,88
middle_east_north_africa,dtp3,1997,87
middle_east_north_africa,dtp3,1998,89
middle_east_north_africa,dtp3,1999,90
middle_east_north_africa,dtp3,2000,91
middle_east_north_africa,dtp3,2001,91
middle_east_north_africa,dtp3,2002,90
middle_east_north_africa,dtp3,2003,89
middle_east_north_africa,dtp3,2004,90
middle_east_north_africa,dtp3,2005,90
middle_east_north_africa,dtp3,2006,90
middle_east_north_africa,dtp3,2007,90
middle_east_north_africa,dtp3,2008,91
middle_east_north_africa,dtp3,2009,92
middle_east_north_africa,dtp3,2010,92
middle_east_north_africa,dtp3,2011,91
middle_east_north_africa,dtp3,2012,88
middle_east_north_africa,dtp3,2013,89
middle_east_north_africa,dtp3,2014,88
middle_east_north_africa,dtp3,2015,87
middle_east_north_africa,dtp3,2016,88
middle_east_north_africa,dtp3,2017,87
middle_east_north_africa,hepb3,1985,0
middle_east_north_africa,hepb3,1986,0
middle_east_north_africa,hepb3,1987,0
middle_east_north_africa,hepb3,1988,0
middle_east_north_africa,hepb3,1989,0
middle_east_north_africa,hepb3,1990,5
middle_east_north_africa,hepb3,1991,7
middle_east_north_africa,hepb3,1992,10
middle_east_north_africa,hepb3,1993,13
middle_east_north_africa,hepb3,1994,43
middle_east_north_africa,hepb3,1995,51
middle_east_north_africa,hepb3,1996,55
middle_east_north_africa,hepb3,1997,62
middle_east_north_africa,hepb3,1998,58
middle_east_north_africa,hepb3,1999,67
middle_east_north_africa,hepb3,2000,73
middle_east_north_africa,hepb3,2001,77
middle_east_north_africa,hepb3,2002,78
middle_east_north_africa,hepb3,2003,79
middle_east_north_africa,hepb3,2004,85
middle_east_north_africa,hepb3,2005,89
middle_east_north_africa,hepb3,2006,89
middle_east_north_africa,hepb3,2007,89
middle_east_north_africa,hepb3,2008,91
middle_east_north_africa,hepb3,2009,92
middle_east_north_africa,hepb3,2010,92
middle_east_north_africa,hepb3,2011,91
middle_east_north_africa,hepb3,2012,87
middle_east_north_africa,hepb3,2013,91
middle_east_north_africa,hepb3,2014,88
middle_east_north_africa,hepb3,2015,87
middle_east_north_africa,hepb3,2016,88
middle_east_north_africa,hepb3,2017,87
middle_east_north_africa,hepbb,2000,27
middle_east_north_africa,hepbb,2001,33
middle_east_north_africa,hepbb,2002,34
middle_east_north_africa,hepbb,2003,33
middle_east_north_africa,hepbb,2004,52
middle_east_north_africa,hepbb,2005,52
middle_east_north_africa,hepbb,2006,52
middle_east_north_africa,hepbb,2007,54
middle_east_north_africa,hepbb,2008,54
middle_east_north_africa,hepbb,2009,50
middle_east_north_africa,hepbb,2010,48
middle_east_north_africa,hepbb,2011,46
middle_east_north_africa,hepbb,2012,46
middle_east_north_africa,hepbb,2013,47
middle_east_north_africa,hepbb,2014,47
middle_east_north_africa,hepbb,2015,46
middle_east_north_africa,hepbb,2016,47
middle_east_north_africa,hepbb,2017,69
middle_east_north_africa,hib3,1990,0
middle_east_north_africa,hib3,1991,0
middle_east_north_africa,hib3,1992,0
middle_east_north_africa,hib3,1993,0
middle_east_north_africa,hib3,1994,1
middle_east_north_africa,hib3,1995,1
middle_east_north_africa,hib3,1996,1
middle_east_north_africa,hib3,1997,2
middle_east_north_africa,hib3,1998,2
middle_east_north_africa,hib3,1999,3
middle_east_north_africa,hib3,2000,3
middle_east_north_africa,hib3,2001,10
middle_east_north_africa,hib3,2002,18
middle_east_north_africa,hib3,2003,21
middle_east_north_africa,hib3,2004,21
middle_east_north_africa,hib3,2005,24
middle_east_north_africa,hib3,2006,25
middle_east_north_africa,hib3,2007,34
middle_east_north_africa,hib3,2008,43
middle_east_north_africa,hib3,2009,43
middle_east_north_africa,hib3,2010,43
middle_east_north_africa,hib3,2011,43
middle_east_north_africa,hib3,2012,46
middle_east_north_africa,hib3,2013,51
middle_east_north_africa,hib3,2014,74
middle_east_north_africa,hib3,2015,87
middle_east_north_africa,hib3,2016,88
middle_east_north_africa,hib3,2017,87
middle_east_north_africa,ipv1,2015,25
middle_east_north_africa,ipv1,2016,45
middle_east_north_africa,ipv1,2017,39
middle_east_north_africa,mcv1,1980,23
middle_east_north_africa,mcv1,1981,26
middle_east_north_africa,mcv1,1982,34
middle_east_north_africa,mcv1,1983,33
middle_east_north_africa,mcv1,1984,37
middle_east_north_africa,mcv1,1985,61
middle_east_north_africa,mcv1,1986,64
middle_east_north_africa,mcv1,1987,66
middle_east_north_africa,mcv1,1988,78
middle_east_north_africa,mcv1,1989,81
middle_east_north_africa,mcv1,1990,83
middle_east_north_africa,mcv1,1991,83
middle_east_north_africa,mcv1,1992,84
middle_east_north_africa,mcv1,1993,85
middle_east_north_africa,mcv1,1994,85
middle_east_north_africa,mcv1,1995,85
middle_east_north_africa,mcv1,1996,88
middle_east_north_africa,mcv1,1997,87
middle_east_north_africa,mcv1,1998,91
middle_east_north_africa,mcv1,1999,91
middle_east_north_africa,mcv1,2000,91
middle_east_north_africa,mcv1,2001,90
middle_east_north_africa,mcv1,2002,89
middle_east_north_africa,mcv1,2003,89
middle_east_north_africa,mcv1,2004,89
middle_east_north_africa,mcv1,2005,89
middle_east_north_africa,mcv1,2006,89
middle_east_north_africa,mcv1,2007,89
middle_east_north_africa,mcv1,2008,89
middle_east_north_africa,mcv1,2009,91
middle_east_north_africa,mcv1,2010,91
middle_east_north_africa,mcv1,2011,91
middle_east_north_africa,mcv1,2012,88
middle_east_north_africa,mcv1,2013,89
middle_east_north_africa,mcv1,2014,87
middle_east_north_africa,mcv1,2015,87
middle_east_north_africa,mcv1,2016,89
middle_east_north_africa,mcv1,2017,88
middle_east_north_africa,mcv2,2000,57
middle_east_north_africa,mcv2,2001,72
middle_east_north_africa,mcv2,2002,73
middle_east_north_africa,mcv2,2003,73
middle_east_north_africa,mcv2,2004,79
middle_east_north_africa,mcv2,2005,83
middle_east_north_africa,mcv2,2006,83
middle_east_north_africa,mcv2,2007,85
middle_east_north_africa,mcv2,2008,79
middle_east_north_africa,mcv2,2009,82
middle_east_north_africa,mcv2,2010,81
middle_east_north_africa,mcv2,2011,81
middle_east_north_africa,mcv2,2012,77
middle_east_north_africa,mcv2,2013,78
middle_east_north_africa,mcv2,2014,82
middle_east_north_africa,mcv2,2015,84
middle_east_north_africa,mcv2,2016,87
middle_east_north_africa,mcv2,2017,87
middle_east_north_africa,pcv3,2008,1
middle_east_north_africa,pcv3,2009,8
middle_east_north_africa,pcv3,2010,9
middle_east_north_africa,pcv3,2011,16
middle_east_north_africa,pcv3,2012,22
middle_east_north_africa,pcv3,2013,24
middle_east_north_africa,pcv3,2014,25
middle_east_north_africa,pcv3,2015,26
middle_east_north_africa,pcv3,2016,32
middle_east_north_africa,pcv3,2017,40
middle_east_north_africa,pol3,1980,31
middle_east_north_africa,pol3,1981,39
middle_east_north_africa,pol3,1982,49
middle_east_north_africa,pol3,1983,43
middle_east_north_africa,pol3,1984,50
middle_east_north_africa,pol3,1985,66
middle_east_north_africa,pol3,1986,72
middle_east_north_africa,pol3,1987,71
middle_east_north_africa,pol3,1988,83
middle_east_north_africa,pol3,1989,85
middle_east_north_africa,pol3,1990,88
middle_east_north_africa,pol3,1991,84
middle_east_north_africa,pol3,1992,87
middle_east_north_africa,pol3,1993,87
middle_east_north_africa,pol3,1994,85
middle_east_north_africa,pol3,1995,87
middle_east_north_africa,pol3,1996,88
middle_east_north_africa,pol3,1997,88
middle_east_north_africa,pol3,1998,90
middle_east_north_africa,pol3,1999,91
middle_east_north_africa,pol3,2000,92
middle_east_north_africa,pol3,2001,91
middle_east_north_africa,pol3,2002,90
middle_east_north_africa,pol3,2003,89
middle_east_north_africa,pol3,2004,90
middle_east_north_africa,pol3,2005,90
middle_east_north_africa,pol3,2006,91
middle_east_north_africa,pol3,2007,92
middle_east_north_africa,pol3,2008,92
middle_east_north_africa,pol3,2009,92
middle_east_north_africa,pol3,2010,92
middle_east_north_africa,pol3,2011,91
middle_east_north_africa,pol3,2012,88
middle_east_north_africa,pol3,2013,89
middle_east_north_africa,pol3,2014,88
middle_east_north_africa,pol3,2015,87
middle_east_north_africa,pol3,2016,88
middle_east_north_africa,pol3,2017,89
middle_east_north_africa,rcv1,1980,0
middle_east_north_africa,rcv1,1981,0
middle_east_north_africa,rcv1,1982,0
middle_east_north_africa,rcv1,1983,0
middle_east_north_africa,rcv1,1984,0
middle_east_north_africa,rcv1,1985,0
middle_east_north_africa,rcv1,1986,0
middle_east_north_africa,rcv1,1987,1
middle_east_north_africa,rcv1,1988,1
middle_east_north_africa,rcv1,1989,1
middle_east_north_africa,rcv1,1990,1
middle_east_north_africa,rcv1,1991,7
middle_east_north_africa,rcv1,1992,7
middle_east_north_africa,rcv1,1993,7
middle_east_north_africa,rcv1,1994,8
middle_east_north_africa,rcv1,1995,20
middle_east_north_africa,rcv1,1996,20
middle_east_north_africa,rcv1,1997,12
middle_east_north_africa,rcv1,1998,13
middle_east_north_africa,rcv1,1999,39
middle_east_north_africa,rcv1,2000,43
middle_east_north_africa,rcv1,2001,50
middle_east_north_africa,rcv1,2002,49
middle_east_north_africa,rcv1,2003,49
middle_east_north_africa,rcv1,2004,70
middle_east_north_africa,rcv1,2005,72
middle_east_north_africa,rcv1,2006,71
middle_east_north_africa,rcv1,2007,72
middle_east_north_africa,rcv1,2008,66
middle_east_north_africa,rcv1,2009,68
middle_east_north_africa,rcv1,2010,67
middle_east_north_africa,rcv1,2011,67
middle_east_north_africa,rcv1,2012,66
middle_east_north_africa,rcv1,2013,66
middle_east_north_africa,rcv1,2014,73
middle_east_north_africa,rcv1,2015,78
middle_east_north_africa,rcv1,2016,80
middle_east_north_africa,rcv1,2017,89
middle_east_north_africa,rotac,2006,0
middle_east_north_africa,rotac,2007,0
middle_east_north_africa,rotac,2008,0
middle_east_north_africa,rotac,2009,0
middle_east_north_africa,rotac,2010,0
middle_east_north_africa,rotac,2011,6
middle_east_north_africa,rotac,2012,14
middle_east_north_africa,rotac,2013,24
middle_east_north_africa,rotac,2014,24
middle_east_north_africa,rotac,2015,27
middle_east_north_africa,rotac,2016,31
middle_east_north_africa,rotac,2017,35
north_america,dtp1,1980,89
north_america,dtp1,1981,89
north_america,dtp1,1982,89
north_america,dtp1,1983,89
north_america,dtp1,1984,89
north_america,dtp1,1985,89
north_america,dtp1,1986,89
north_america,dtp1,1987,98
north_america,dtp1,1988,98
north_america,dtp1,1989,97
north_america,dtp1,1990,96
north_america,dtp1,1991,95
north_america,dtp1,1992,94
north_america,dtp1,1993,96
north_america,dtp1,1994,97
north_america,dtp1,1995,98
north_america,dtp1,1996,98
north_america,dtp1,1997,98
north_america,dtp1,1998,98
north_america,dtp1,1999,99
north_america,dtp1,2000,99
north_america,dtp1,2001,98
north_america,dtp1,2002,96
north_america,dtp1,2003,98
north_america,dtp1,2004,98
north_america,dtp1,2005,98
north_america,dtp1,2006,98
north_america,dtp1,2007,98
north_america,dtp1,2008,98
north_america,dtp1,2009,97
north_america,dtp1,2010,97
north_america,dtp1,2011,97
north_america,dtp1,2012,96
north_america,dtp1,2013,97
north_america,dtp1,2014,97
north_america,dtp1,2015,97
north_america,dtp1,2016,97
north_america,dtp1,2017,97
north_america,dtp3,1980,87
north_america,dtp3,1981,87
north_america,dtp3,1982,87
north_america,dtp3,1983,88
north_america,dtp3,1984,88
north_america,dtp3,1985,87
north_america,dtp3,1986,88
north_america,dtp3,1987,96
north_america,dtp3,1988,96
north_america,dtp3,1989,93
north_america,dtp3,1990,90
north_america,dtp3,1991,86
north_america,dtp3,1992,84
north_america,dtp3,1993,88
north_america,dtp3,1994,94
north_america,dtp3,1995,94
north_america,dtp3,1996,95
north_america,dtp3,1997,95
north_america,dtp3,1998,96
north_america,dtp3,1999,96
north_america,dtp3,2000,94
north_america,dtp3,2001,94
north_america,dtp3,2002,94
north_america,dtp3,2003,96
north_america,dtp3,2004,96
north_america,dtp3,2005,96
north_america,dtp3,2006,96
north_america,dtp3,2007,96
north_america,dtp3,2008,96
north_america,dtp3,2009,95
north_america,dtp3,2010,94
north_america,dtp3,2011,95
north_america,dtp3,2012,94
north_america,dtp3,2013,94
north_america,dtp3,2014,95
north_america,dtp3,2015,95
north_america,dtp3,2016,95
north_america,dtp3,2017,95
north_america,hepb3,1985,0
north_america,hepb3,1986,0
north_america,hepb3,1987,0
north_america,hepb3,1988,0
north_america,hepb3,1989,0
north_america,hepb3,1990,0
north_america,hepb3,1991,0
north_america,hepb3,1992,0
north_america,hepb3,1993,15
north_america,hepb3,1994,38
north_america,hepb3,1995,62
north_america,hepb3,1996,75
north_america,hepb3,1997,77
north_america,hepb3,1998,80
north_america,hepb3,1999,81
north_america,hepb3,2000,83
north_america,hepb3,2001,82
north_america,hepb3,2002,81
north_america,hepb3,2003,86
north_america,hepb3,2004,86
north_america,hepb3,2005,87
north_america,hepb3,2006,87
north_america,hepb3,2007,87
north_america,hepb3,2008,89
north_america,hepb3,2009,88
north_america,hepb3,2010,89
north_america,hepb3,2011,89
north_america,hepb3,2012,88
north_america,hepb3,2013,88
north_america,hepb3,2014,89
north_america,hepb3,2015,89
north_america,hepb3,2016,90
north_america,hepb3,2017,91
north_america,hepbb,2000,0
north_america,hepbb,2001,0
north_america,hepbb,2002,19
north_america,hepbb,2003,36
north_america,hepbb,2004,44
north_america,hepbb,2005,46
north_america,hepbb,2006,46
north_america,hepbb,2007,49
north_america,hepbb,2008,50
north_america,hepbb,2009,56
north_america,hepbb,2010,59
north_america,hepbb,2011,63
north_america,hepbb,2012,66
north_america,hepbb,2013,67
north_america,hepbb,2014,66
north_america,hepbb,2015,66
north_america,hepbb,2016,58
north_america,hepbb,2017,58
north_america,hib3,1990,0
north_america,hib3,1991,0
north_america,hib3,1992,0
north_america,hib3,1993,0
north_america,hib3,1994,0
north_america,hib3,1995,83
north_america,hib3,1996,90
north_america,hib3,1997,93
north_america,hib3,1998,93
north_america,hib3,1999,94
north_america,hib3,2000,93
north_america,hib3,2001,93
north_america,hib3,2002,93
north_america,hib3,2003,94
north_america,hib3,2004,94
north_america,hib3,2005,94
north_america,hib3,2006,93
north_america,hib3,2007,93
north_america,hib3,2008,91
north_america,hib3,2009,85
north_america,hib3,2010,90
north_america,hib3,2011,93
north_america,hib3,2012,93
north_america,hib3,2013,93
north_america,hib3,2014,93
north_america,hib3,2015,93
north_america,hib3,2016,93
north_america,hib3,2017,93
north_america,mcv1,1980,78
north_america,mcv1,1981,88
north_america,mcv1,1982,88
north_america,mcv1,1983,89
north_america,mcv1,1984,89
north_america,mcv1,1985,88
north_america,mcv1,1986,88
north_america,mcv1,1987,81
north_america,mcv1,1988,97
north_america,mcv1,1989,93
north_america,mcv1,1990,90
north_america,mcv1,1991,87
north_america,mcv1,1992,84
north_america,mcv1,1993,85
north_america,mcv1,1994,90
north_america,mcv1,1995,89
north_america,mcv1,1996,92
north_america,mcv1,1997,91
north_america,mcv1,1998,92
north_america,mcv1,1999,92
north_america,mcv1,2000,91
north_america,mcv1,2001,91
north_america,mcv1,2002,91
north_america,mcv1,2003,93
north_america,mcv1,2004,93
north_america,mcv1,2005,92
north_america,mcv1,2006,92
north_america,mcv1,2007,92
north_america,mcv1,2008,92
north_america,mcv1,2009,90
north_america,mcv1,2010,92
north_america,mcv1,2011,92
north_america,mcv1,2012,92
north_america,mcv1,2013,92
north_america,mcv1,2014,92
north_america,mcv1,2015,92
north_america,mcv1,2016,92
north_america,mcv1,2017,92
north_america,mcv2,2000,0
north_america,mcv2,2001,0
north_america,mcv2,2002,0
north_america,mcv2,2003,0
north_america,mcv2,2004,0
north_america,mcv2,2005,0
north_america,mcv2,2006,0
north_america,mcv2,2007,0
north_america,mcv2,2008,0
north_america,mcv2,2009,0
north_america,mcv2,2010,0
north_america,mcv2,2011,0
north_america,mcv2,2012,8
north_america,mcv2,2013,8
north_america,mcv2,2014,8
north_america,mcv2,2015,8
north_america,mcv2,2016,93
north_america,mcv2,2017,93
north_america,pcv3,2008,89
north_america,pcv3,2009,89
north_america,pcv3,2010,90
north_america,pcv3,2011,92
north_america,pcv3,2012,90
north_america,pcv3,2013,91
north_america,pcv3,2014,92
north_america,pcv3,2015,92
north_america,pcv3,2016,92
north_america,pcv3,2017,92
north_america,pol3,1980,86
north_america,pol3,1981,87
north_america,pol3,1982,88
north_america,pol3,1983,88
north_america,pol3,1984,88
north_america,pol3,1985,87
north_america,pol3,1986,88
north_america,pol3,1987,96
north_america,pol3,1988,96
north_america,pol3,1989,91
north_america,pol3,1990,85
north_america,pol3,1991,79
north_america,pol3,1992,74
north_america,pol3,1993,80
north_america,pol3,1994,84
north_america,pol3,1995,88
north_america,pol3,1996,91
north_america,pol3,1997,91
north_america,pol3,1998,91
north_america,pol3,1999,90
north_america,pol3,2000,90
north_america,pol3,2001,89
north_america,pol3,2002,90
north_america,pol3,2003,91
north_america,pol3,2004,92
north_america,pol3,2005,92
north_america,pol3,2006,93
north_america,pol3,2007,93
north_america,pol3,2008,94
north_america,pol3,2009,93
north_america,pol3,2010,93
north_america,pol3,2011,93
north_america,pol3,2012,94
north_america,pol3,2013,93
north_america,pol3,2014,93
north_america,pol3,2015,93
north_america,pol3,2016,94
north_america,pol3,2017,94
north_america,rcv1,1980,78
north_america,rcv1,1981,88
north_america,rcv1,1982,88
north_america,rcv1,1983,89
north_america,rcv1,1984,89
north_america,rcv1,1985,88
north_america,rcv1,1986,88
north_america,rcv1,1987,81
north_america,rcv1,1988,97
north_america,rcv1,1989,93
north_america,rcv1,1990,90
north_america,rcv1,1991,87
north_america,rcv1,1992,84
north_america,rcv1,1993,85
north_america,rcv1,1994,90
north_america,rcv1,1995,89
north_america,rcv1,1996,92
north_america,rcv1,1997,91
north_america,rcv1,1998,92
north_america,rcv1,1999,92
north_america,rcv1,2000,91
north_america,rcv1,2001,91
north_america,rcv1,2002,91
north_america,rcv1,2003,93
north_america,rcv1,2004,93
north_america,rcv1,2005,92
north_america,rcv1,2006,92
north_america,rcv1,2007,92
north_america,rcv1,2008,92
north_america,rcv1,2009,90
north_america,rcv1,2010,92
north_america,rcv1,2011,92
north_america,rcv1,2012,92
north_america,rcv1,2013,92
north_america,rcv1,2014,92
north_america,rcv1,2015,92
north_america,rcv1,2016,92
north_america,rcv1,2017,92
north_america,rotac,2006,0
north_america,rotac,2007,0
north_america,rotac,2008,0
north_america,rotac,2009,40
north_america,rotac,2010,54
north_america,rotac,2011,61
north_america,rotac,2012,63
north_america,rotac,2013,67
north_america,rotac,2014,66
north_america,rotac,2015,66
north_america,rotac,2016,67
north_america,rotac,2017,67
south_asia,bcg,1980,2
south_asia,bcg,1981,5
south_asia,bcg,1982,6
south_asia,bcg,1983,10
south_asia,bcg,1984,13
south_asia,bcg,1985,15
south_asia,bcg,1986,17
south_asia,bcg,1987,29
south_asia,bcg,1988,31
south_asia,bcg,1989,38
south_asia,bcg,1990,69
south_asia,bcg,1991,66
south_asia,bcg,1992,69
south_asia,bcg,1993,72
south_asia,bcg,1994,73
south_asia,bcg,1995,80
south_asia,bcg,1996,77
south_asia,bcg,1997,73
south_asia,bcg,1998,73
south_asia,bcg,1999,75
south_asia,bcg,2000,75
south_asia,bcg,2001,77
south_asia,bcg,2002,77
south_asia,bcg,2003,78
south_asia,bcg,2004,81
south_asia,bcg,2005,85
south_asia,bcg,2006,85
south_asia,bcg,2007,86
south_asia,bcg,2008,85
south_asia,bcg,2009,87
south_asia,bcg,2010,87
south_asia,bcg,2011,89
south_asia,bcg,2012,90
south_asia,bcg,2013,90
south_asia,bcg,2014,89
south_asia,bcg,2015,88
south_asia,bcg,2016,89
south_asia,bcg,2017,91
south_asia,dtp1,1980,23
south_asia,dtp1,1981,24
south_asia,dtp1,1982,31
south_asia,dtp1,1983,35
south_asia,dtp1,1984,38
south_asia,dtp1,1985,41
south_asia,dtp1,1986,44
south_asia,dtp1,1987,54
south_asia,dtp1,1988,63
south_asia,dtp1,1989,73
south_asia,dtp1,1990,86
south_asia,dtp1,1991,80
south_asia,dtp1,1992,78
south_asia,dtp1,1993,79
south_asia,dtp1,1994,83
south_asia,dtp1,1995,85
south_asia,dtp1,1996,83
south_asia,dtp1,1997,81
south_asia,dtp1,1998,78
south_asia,dtp1,1999,75
south_asia,dtp1,2000,75
south_asia,dtp1,2001,76
south_asia,dtp1,2002,77
south_asia,dtp1,2003,77
south_asia,dtp1,2004,79
south_asia,dtp1,2005,82
south_asia,dtp1,2006,82
south_asia,dtp1,2007,81
south_asia,dtp1,2008,81
south_asia,dtp1,2009,83
south_asia,dtp1,2010,84
south_asia,dtp1,2011,88
south_asia,dtp1,2012,88
south_asia,dtp1,2013,89
south_asia,dtp1,2014,89
south_asia,dtp1,2015,89
south_asia,dtp1,2016,90
south_asia,dtp1,2017,90
south_asia,dtp3,1980,6
south_asia,dtp3,1981,6
south_asia,dtp3,1982,11
south_asia,dtp3,1983,13
south_asia,dtp3,1984,16
south_asia,dtp3,1985,18
south_asia,dtp3,1986,21
south_asia,dtp3,1987,29
south_asia,dtp3,1988,38
south_asia,dtp3,1989,49
south_asia,dtp3,1990,67
south_asia,dtp3,1991,57
south_asia,dtp3,1992,55
south_asia,dtp3,1993,59
south_asia,dtp3,1994,64
south_asia,dtp3,1995,68
south_asia,dtp3,1996,64
south_asia,dtp3,1997,62
south_asia,dtp3,1998,61
south_asia,dtp3,1999,61
south_asia,dtp3,2000,60
south_asia,dtp3,2001,62
south_asia,dtp3,2002,62
south_asia,dtp3,2003,64
south_asia,dtp3,2004,67
south_asia,dtp3,2005,68
south_asia,dtp3,2006,67
south_asia,dtp3,2007,66
south_asia,dtp3,2008,70
south_asia,dtp3,2009,73
south_asia,dtp3,2010,77
south_asia,dtp3,2011,81
south_asia,dtp3,2012,80
south_asia,dtp3,2013,81
south_asia,dtp3,2014,83
south_asia,dtp3,2015,85
south_asia,dtp3,2016,86
south_asia,dtp3,2017,86
south_asia,hepb3,1985,0
south_asia,hepb3,1986,0
south_asia,hepb3,1987,0
south_asia,hepb3,1988,0
south_asia,hepb3,1989,0
south_asia,hepb3,1990,0
south_asia,hepb3,1991,0
south_asia,hepb3,1992,0
south_asia,hepb3,1993,0
south_asia,hepb3,1994,0
south_asia,hepb3,1995,0
south_asia,hepb3,1996,0
south_asia,hepb3,1997,0
south_asia,hepb3,1998,0
south_asia,hepb3,1999,0
south_asia,hepb3,2000,0
south_asia,hepb3,2001,0
south_asia,hepb3,2002,0
south_asia,hepb3,2003,8
south_asia,hepb3,2004,14
south_asia,hepb3,2005,20
south_asia,hepb3,2006,22
south_asia,hepb3,2007,24
south_asia,hepb3,2008,41
south_asia,hepb3,2009,47
south_asia,hepb3,2010,47
south_asia,hepb3,2011,53
south_asia,hepb3,2012,74
south_asia,hepb3,2013,72
south_asia,hepb3,2014,79
south_asia,hepb3,2015,85
south_asia,hepb3,2016,86
south_asia,hepb3,2017,86
south_asia,hepbb,2000,0
south_asia,hepbb,2001,0
south_asia,hepbb,2002,0
south_asia,hepbb,2003,0
south_asia,hepbb,2004,0
south_asia,hepbb,2005,0
south_asia,hepbb,2006,0
south_asia,hepbb,2007,0
south_asia,hepbb,2008,6
south_asia,hepbb,2009,6
south_asia,hepbb,2010,6
south_asia,hepbb,2011,6
south_asia,hepbb,2012,16
south_asia,hepbb,2013,26
south_asia,hepbb,2014,29
south_asia,hepbb,2015,32
south_asia,hepbb,2016,34
south_asia,hepbb,2017,38
south_asia,hib3,1990,0
south_asia,hib3,1991,0
south_asia,hib3,1992,0
south_asia,hib3,1993,0
south_asia,hib3,1994,0
south_asia,hib3,1995,0
south_asia,hib3,1996,0
south_asia,hib3,1997,0
south_asia,hib3,1998,0
south_asia,hib3,1999,0
south_asia,hib3,2000,0
south_asia,hib3,2001,0
south_asia,hib3,2002,0
south_asia,hib3,2003,0
south_asia,hib3,2004,0
south_asia,hib3,2005,0
south_asia,hib3,2006,0
south_asia,hib3,2007,0
south_asia,hib3,2008,0
south_asia,hib3,2009,17
south_asia,hib3,2010,18
south_asia,hib3,2011,21
south_asia,hib3,2012,22
south_asia,hib3,2013,37
south_asia,hib3,2014,37
south_asia,hib3,2015,55
south_asia,hib3,2016,81
south_asia,hib3,2017,86
south_asia,ipv1,2015,8
south_asia,ipv1,2016,46
south_asia,ipv1,2017,47
south_asia,mcv1,1980,0
south_asia,mcv1,1981,0
south_asia,mcv1,1982,1
south_asia,mcv1,1983,2
south_asia,mcv1,1984,4
south_asia,mcv1,1985,6
